Contributor,Phylum,Class,Family,IUCN_Names,ScientificName_accepted,AphiaID_accepted,Maximum.body.size,Maximum.body.size.reference,Maximum.body.size.certainty,Body.size,Body.size.reference,Body.size.certainty,Body.form,Body.form.reference,Body.form.certainty,Skeleton.material,Skeleton.material.reference,Skeleton.material.certainty,Motility,Motility.reference,Motility.certainty,Migration,Migration.reference,Migration.certainty,Environmental.position,Environmental.position.reference,Environmental.position.certainty,Substratum.affinity,Substratum.affinity.reference,Substratum.affinity.certainty,Distribution,Distribution.reference,Distribution.certainty,Depth.range,Depth.range.reference,Depth.range.certainty,Feeding.structure,Feeding.structure.reference,Feeding.structure.certainty,Feeding.mode,Feeding.mode.reference,Feeding.mode.certainty,Trophic.position,Trophic.position.reference,Trophic.position.certainty,Developmental.mechanism,Developmental.mechanism.reference,Developmental.mechanism.certainty,Reproductive.type,Reproductive.type.reference,Reproductive.type.certainty,Fertility.type,Fertility.type.reference,Fertility.type.certainty,Reproductive.frequency,Reproductive.frequency.reference,Reproductive.frequency.certainty,Growth.rate,Growth.rate.reference,Growth.rate.certainty,Age.at.sexual.maturity,Age.at.sexual.maturity.reference,Age.at.sexual.maturity.certainty,Life.span,Life.span.reference,Life.span.certainty,Regeneration.capacity,Regeneration.capacity.reference,Regeneration.capacity.certainty,Sociability,Sociability.reference,Sociability.certainty,Protection,Protection.reference,Protection.certainty,Diel.activity.pattern,Diel.activity.pattern.reference,Diel.activity.pattern.certainty,Habitat.complexity,Habitat.complexity.reference,Habitat.complexity.certainty,Notes
Kamilla Hindmarch ,Chordata,Aves,Alcidae,Cepphus columba,Cepphus columba,343902,,,0,100 - <1000 mm,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2031",3,Horizontal; none,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/10/2024",2,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2034",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/09/2024; Clowater, J. S. (1992). The diving behaviour of Pigeon Guillemots (Cepphus columba) off southern Vancouver Island. British Columbia: Univ. Victoria.",3,Hard structures,Kamilla Hindmarch,3,Predator,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Carnivore,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,4,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/10/2024",3,Medium,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",3,None,Phylogenetic contraint; common knowledge,3,Gregarious,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",3,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Alcidae,Cerorhinca monocerata,Cerorhinca monocerata,344029,600,"Planet of Birds, https://planetofbirds.com/. Date accessed: 12/11/24",3,100 - <1000 mm,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2032",3,Horizontal; none,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/10/2024",3,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2035",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Ocean basin/realms,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/09/2024; Burger, A. E., R. P. Wilson, D. Garnier and M. P. T. Wilson. (1993a). Diving depths, diet, and underwater foraging of Rhinoceros Auklets in British Columbia. Canadian Journal of Zoology 71:2528-2540.",3,Hard structures,Kamilla Hindmarch,3,Predator,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Carnivore,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,3,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/10/2024",1,Medium,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",2,None,Phylogenetic contraint; common knowledge,3,Solitary,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",3,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Anatidae,Clangula hyemalis,Clangula hyemalis,137071,790,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 08/11/2024",3,100 - <1000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2033",3,Horizontal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 07/10/2024",3,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2036",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/09/2024",2,Hard structures,Kamilla Hindmarch,3,Predator,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Carnivore,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,2,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/10/2024",2,Medium,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",2,None,Phylogenetic contraint; common knowledge,3,Gregarious,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",2,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Alcidae,Fratercula cirrhata,Fratercula cirrhata,344610,660,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 08/11/2024",3,100 - <1000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2034",3,Horizontal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 07/10/2024",3,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2037",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m; 50-200m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 26/09/2024",2,Hard structures,Kamilla Hindmarch,3,Predator,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Carnivore,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,4,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/10/2024",1,,,0,None,Phylogenetic contraint; common knowledge,3,Solitary,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",3,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Alcidae,Fratercula corniculata,Fratercula corniculata,343903,580,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 08/11/2024",2,100 - <1000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2035",3,Horizontal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 07/10/2024",3,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2038",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m; 50-200m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 26/09/2024",2,Hard structures,Kamilla Hindmarch,3,Predator,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Carnivore,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,4,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/10/2024",1,Medium; Medium-long,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",3,None,Phylogenetic contraint; common knowledge,3,Solitary,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",3,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Procellariidae,Fulmarus glacialis,Fulmarus glacialis,137195,1120,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 08/11/2024",3,1000 - <10000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2036",3,Horizontal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 07/10/2024",2,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2039",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 26/09/2024",3,Hard structures,Kamilla Hindmarch,3,Predator,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Carnivore,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,13,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 25/10/2024",2,Medium-long,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",3,None,Phylogenetic contraint; common knowledge,3,Solitary; Gregarious,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 01/11/2024",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,Animal Diversity Web. https://animaldiversity.org/ Date accessed: 07/11/24,2,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Anatidae,Histrionicus histrionicus,Histrionicus histrionicus,159092,690,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 08/11/2024",3,100 - <1000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2037",3,Horizontal; none,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 07/10/2024",3,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2040",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m,"Bengtson, S. A. (1972). Breeding Ecology of the Harlequin Duck Histrion nicus (L.) in Iceland. Ornis Scand. (3): 1-19.",2,Hard structures,Kamilla Hindmarch,3,Predator,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 21/10/2024",3,Carnivore,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 21/10/2024",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,2,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 02/11/2024",3,Medium,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",2,None,Phylogenetic contraint; common knowledge,3,Gregarious,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 01/11/2024",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal,Animalia. https://animalia.bio/. Date accessed: 07/11/24,3,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Hydrobatidae,Hydrobates furcatus,Hydrobates furcatus,1264659,,,0,100 - <1000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2038",3,Horizontal; none,"Halpin, L.R., I.L. Pollet, C. Lee, K.H. Morgan, and H.R. Carter. 2018. Year-round movements of sympatric Fork-tailed (Oceanodroma furcata) and Leach’s (O. leucorhoa) storm-petrels. Journal of Field Ornithology 89:207–220.",2,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2041",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Ocean basin/realms,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2024",3,Hard structures,Kamilla Hindmarch,3,Predator; Scavenger,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Carnivore; Saprophagous,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,4,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 02/11/2024",1,Medium,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",1,None,Phylogenetic contraint; common knowledge,3,Solitary,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 01/11/2024",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",3,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Hydrobatidae,Hydrobates leucorhous,Oceanodroma leucorhoa,137192,480,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 08/11/2024",3,1000 - <10000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2039",3,Horizontal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 07/10/2024",2,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2042",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,,,0,Hard structures,Kamilla Hindmarch,3,Predator; Scavenger,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 21/10/2024",3,Carnivore,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 21/10/2024",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,7,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 02/11/2024",2,Medium-long,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",3,None,Phylogenetic contraint; common knowledge,3,Solitary; Gregarious,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 01/11/2024",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",3,None,Phylogenetic contraint; common knowledge,3,
Kamilla Hindmarch ,Chordata,Aves,Laridae,Larus argentatus smithsonianus,Larus smithsonianus,567435,1500,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 08/11/2024",3,1000 - <10000 mm,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 31/10/2024",3,Ellipsoid,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 14/09/2024",3,Bone mineral,"Kamilla Hindmarch, Cerren Richards",3,Flyer;Drifter/rafter;Swimmer,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 06/09/2040",3,Horizontal; none,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 07/10/2024",3,Aerial;Surface; Pelagic,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 27/09/2043",3,Air; Water Column,"IUCN Red List, https://www.iucnredlist.org/species/22698350/181896323#geographic-range, Date accessed: 16/10/2024",3,Global,"Birdlife International, https://datazone.birdlife.org/. Date accessed: 11/11/24",3,0-50m,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 11/11/2024",3,Hard structures,Kamilla Hindmarch,3,Predator; Scavenger,"Richards, C., Cook, R., Bates, A. (2021). Biological traits of seabirds predict extinction risk and vulnerability to anthropogenic threats. Global Ecology and Biogeography, Journal-article, https://doi.org/10.1111/geb.13279, Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 21/10/2024",3,Omnivore; Saprophagous,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 21/10/2024",3,Direct,Kamilla Hindmarch,3,Sexual dioecious,Kamilla Hindmarch,3,External with parental care,Phylogenetic contraint; common knowledge,3,Iteroparity non-continuous,Phylogenetic contraint; common knowledge,3,Fast,"phylogenetic contraint, common knowledge",3,3,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 02/11/2024",2,Medium-long,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 04/11/2024",2,None,Phylogenetic contraint; common knowledge,3,Gregarious,"Sibley, D. (2016). Birds of Western North America, Helm Field Guides (2nd ed.). London, UK: Bloomsbury Publishing Plc.",3,No protection,Phylogenetic contraint; common knowledge,3,Diurnal; Nocturnal,"Birds of the world, https://birdsoftheworld-org.ezproxy.library.uvic.ca. Date accessed: 05/11/2024",3,None,Phylogenetic contraint; common knowledge,3,
